seq6	P35576.2	69.832	358	107	1	1	358	1	357	0.0	511
seq6	P43428.1	69.553	358	108	1	1	358	1	357	1.06e-172	487
seq6	Q9Z186.1	54.391	353	160	1	5	356	1	353	1.02e-142	411
seq6	Q9NQR9.1	55.085	354	158	1	5	357	1	354	5.27e-140	404
seq6	O42153.1	56.410	351	146	4	5	353	1	346	1.14e-125	367
seq6	O42154.1	57.246	276	111	4	80	353	1	271	7.47e-96	289
seq7	Q19KA1.1	69.553	358	108	1	1	358	1	357	0.0	537
seq7	P35575.2	70.112	358	106	1	1	358	1	357	0.0	535
seq7	Q29RU6.1	70.112	358	106	1	1	358	1	357	0.0	534
seq7	O19133.1	68.715	358	111	1	1	358	1	357	0.0	532
seq7	P35576.2	67.877	358	114	1	1	358	1	357	0.0	509
seq7	P43428.1	67.598	358	115	1	1	358	1	357	8.63e-172	484
seq7	Q9Z186.1	55.524	353	156	1	5	356	1	353	5.21e-145	417
seq7	Q9NQR9.1	56.497	354	153	1	5	357	1	354	1.37e-142	410
seq7	O42153.1	54.108	353	155	4	5	355	1	348	5.02e-123	361
seq7	O42154.1	55.036	278	118	4	80	355	1	273	3.59e-94	285
seq8	P35575.2	69.468	357	108	1	1	357	1	356	0.0	521
seq8	Q19KA1.1	67.507	357	115	1	1	357	1	356	0.0	516
seq8	Q29RU6.1	68.436	358	112	1	1	358	1	357	0.0	515
seq8	O19133.1	66.947	357	117	1	1	357	1	356	0.0	512
seq8	P35576.2	66.667	357	118	1	1	357	1	356	3.34e-175	493
seq8	P43428.1	66.947	357	117	1	1	357	1	356	1.11e-167	474
seq8	Q9Z186.1	51.695	354	170	1	5	357	1	354	2.82e-133	387
seq8	Q9NQR9.1	52.260	354	168	1	5	357	1	354	1.40e-129	377
seq8	O42153.1	55.524	353	150	4	5	355	1	348	1.69e-123	362
seq8	O42154.1	56.115	278	115	4	80	355	1	273	1.96e-93	283
seq9	Q19KA1.1	69.748	357	107	1	1	357	1	356	0.0	534
seq9	P35575.2	70.028	357	106	1	1	357	1	356	0.0	531
seq9	O19133.1	68.908	357	110	1	1	357	1	356	0.0	530
seq9	Q29RU6.1	69.832	358	107	1	1	358	1	357	0.0	528
seq9	P35576.2	67.507	357	115	1	1	357	1	356	8.17e-177	497
seq9	P43428.1	67.507	357	115	1	1	357	1	356	1.59e-168	476
seq9	Q9Z186.1	52.542	354	167	1	5	357	1	354	1.76e-137	397
seq9	Q9NQR9.1	52.542	354	167	1	5	357	1	354	7.45e-132	383
seq9	O42153.1	55.241	353	151	4	5	355	1	348	5.50e-125	366
seq9	O42154.1	55.755	278	116	4	80	355	1	273	2.94e-95	287
seq10	Q19KA1.1	68.347	357	112	1	1	357	1	356	0.0	529
seq10	O19133.1	68.067	357	113	1	1	357	1	356	0.0	527
seq10	Q29RU6.1	69.188	357	109	1	1	357	1	356	0.0	527
seq10	P35575.2	68.908	357	110	1	1	357	1	356	0.0	526
seq10	P35576.2	66.667	357	118	1	1	357	1	356	6.41e-179	503
seq10	P43428.1	66.947	357	117	1	1	357	1	356	1.84e-171	484
seq10	Q9Z186.1	52.825	354	166	1	5	357	1	354	1.33e-139	403
seq10	Q9NQR9.1	54.648	355	158	2	5	357	1	354	1.38e-136	395
seq10	O42153.1	54.958	353	152	4	5	355	1	348	2.89e-124	364
seq10	O42154.1	55.036	278	118	4	80	355	1	273	4.09e-94	285
seq11	P35575.2	69.468	357	108	1	1	357	1	356	0.0	525
seq11	Q19KA1.1	67.507	357	115	1	1	357	1	356	0.0	520
seq11	Q29RU6.1	68.436	358	112	1	1	358	1	357	0.0	519
seq11	O19133.1	66.947	357	117	1	1	357	1	356	0.0	515
seq11	P35576.2	66.947	357	117	1	1	357	1	356	6.94e-177	498
seq11	P43428.1	67.227	357	116	1	1	357	1	356	2.79e-169	478
seq11	Q9Z186.1	52.676	355	165	2	5	357	1	354	5.14e-134	389
seq11	Q9NQR9.1	53.803	355	161	2	5	357	1	354	3.70e-132	384
seq11	O42153.1	55.840	351	148	4	5	353	1	346	1.82e-123	362
seq11	O42154.1	56.522	276	113	4	80	353	1	271	4.58e-93	282
seq12	P35575.2	71.229	358	102	1	1	358	1	357	0.0	537
seq12	Q19KA1.1	70.112	358	106	1	1	358	1	357	0.0	533
seq12	Q29RU6.1	71.229	358	102	1	1	358	1	357	0.0	532
seq12	O19133.1	69.553	358	108	1	1	358	1	357	0.0	530
seq12	P35576.2	69.832	358	107	1	1	358	1	357	0.0	511
seq12	P43428.1	69.553	358	108	1	1	358	1	357	6.45e-173	488
seq12	Q9Z186.1	54.391	353	160	1	5	356	1	353	8.02e-143	411
seq12	Q9NQR9.1	55.085	354	158	1	5	357	1	354	4.73e-140	404
seq12	O42153.1	56.410	351	146	4	5	353	1	346	2.99e-125	366
seq12	O42154.1	57.246	276	111	4	80	353	1	271	6.56e-96	289
seq13	P35575.2	70.588	357	104	1	1	357	1	356	0.0	532
seq13	Q19KA1.1	69.468	357	108	1	1	357	1	356	0.0	532
seq13	Q29RU6.1	69.832	358	107	1	1	358	1	357	0.0	528
seq13	O19133.1	68.347	357	112	1	1	357	1	356	0.0	526
seq13	P35576.2	67.787	357	114	1	1	357	1	356	8.63e-177	497
seq13	P43428.1	67.787	357	114	1	1	357	1	356	4.98e-169	478
seq13	Q9Z186.1	52.825	354	166	1	5	357	1	354	1.49e-137	398
seq13	Q9NQR9.1	54.085	355	160	2	5	357	1	354	1.46e-133	388
seq13	O42153.1	55.241	353	151	4	5	355	1	348	1.68e-122	359
seq13	O42154.1	56.115	278	115	4	80	355	1	273	1.51e-93	283
seq14	Q19KA1.1	68.627	357	111	1	1	357	1	356	0.0	530
seq14	P35575.2	69.748	357	107	1	1	357	1	356	0.0	530
seq14	Q29RU6.1	69.274	358	109	1	1	358	1	357	0.0	528
seq14	O19133.1	68.067	357	113	1	1	357	1	356	0.0	526
seq14	P35576.2	66.387	357	119	1	1	357	1	356	2.65e-175	494
seq14	P43428.1	66.667	357	118	1	1	357	1	356	7.93e-168	474
seq14	Q9Z186.1	52.542	354	167	1	5	357	1	354	1.23e-136	395
seq14	Q9NQR9.1	53.239	355	163	2	5	357	1	354	1.73e-132	385
seq14	O42153.1	54.391	353	154	4	5	355	1	348	2.17e-122	359
seq14	O42154.1	54.676	278	119	4	80	355	1	273	2.14e-92	280
seq15	Q19KA1.1	69.468	357	108	1	1	357	1	356	0.0	535
seq15	P35575.2	69.468	357	108	1	1	357	1	356	0.0	530
seq15	O19133.1	68.067	357	113	1	1	357	1	356	0.0	528
seq15	Q29RU6.1	69.274	358	109	1	1	358	1	357	0.0	526
seq15	P35576.2	67.227	357	116	1	1	357	1	356	9.26e-178	500
seq15	P43428.1	67.507	357	115	1	1	357	1	356	6.91e-169	477
seq15	Q9Z186.1	54.520	354	160	1	5	357	1	354	8.90e-145	416
seq15	Q9NQR9.1	55.367	354	157	1	5	357	1	354	2.08e-141	407
seq15	O42153.1	56.091	353	148	4	5	355	1	348	3.60e-126	369
seq15	O42154.1	56.835	278	113	4	80	355	1	273	1.39e-95	288
seq16	Q19KA1.1	69.188	357	109	1	1	357	1	356	0.0	537
seq16	Q29RU6.1	69.832	358	107	1	1	358	1	357	0.0	535
seq16	O19133.1	68.908	357	110	1	1	357	1	356	0.0	535
seq16	P35575.2	69.188	357	109	1	1	357	1	356	0.0	531
seq16	P35576.2	67.507	357	115	1	1	357	1	356	0.0	511
seq16	P43428.1	67.787	357	114	1	1	357	1	356	1.26e-174	492
seq16	Q9Z186.1	52.958	355	164	2	5	357	1	354	1.36e-139	403
seq16	Q9NQR9.1	53.672	354	163	1	5	357	1	354	7.04e-136	394
seq16	O42153.1	54.674	353	153	4	5	355	1	348	1.97e-124	364
seq16	O42154.1	55.396	278	117	4	80	355	1	273	1.26e-95	288
seq17	P35575.2	70.950	358	103	1	75	432	1	357	0.0	536
seq17	Q19KA1.1	69.553	358	108	1	75	432	1	357	0.0	532
seq17	Q29RU6.1	70.670	358	104	1	75	432	1	357	0.0	530
seq17	O19133.1	68.994	358	110	1	75	432	1	357	0.0	529
seq17	P35576.2	67.598	358	115	1	75	432	1	357	9.06e-176	498
seq17	P43428.1	67.318	358	116	1	75	432	1	357	2.59e-166	474
seq17	Q9Z186.1	54.674	353	159	1	79	430	1	353	3.01e-144	418
seq17	Q9NQR9.1	55.367	354	157	1	79	431	1	354	3.06e-140	407
seq17	O42153.1	55.493	355	147	5	79	429	1	348	7.79e-122	360
seq17	O42154.1	55.714	280	113	5	154	429	1	273	1.73e-91	280
seq18	Q19KA1.1	69.832	358	107	1	1	358	1	357	0.0	540
seq18	O19133.1	68.994	358	110	1	1	358	1	357	0.0	535
seq18	P35575.2	69.553	358	108	1	1	358	1	357	0.0	533
seq18	Q29RU6.1	70.112	358	106	1	1	358	1	357	0.0	532
seq18	P35576.2	67.598	358	115	1	1	358	1	357	4.68e-180	506
seq18	P43428.1	67.877	358	114	1	1	358	1	357	1.18e-170	482
seq18	Q9Z186.1	54.237	354	161	1	5	357	1	354	5.47e-143	412
seq18	Q9NQR9.1	55.367	354	157	1	5	357	1	354	7.14e-141	406
seq18	O42153.1	54.674	353	153	4	5	355	1	348	1.37e-122	360
seq18	O42154.1	55.396	278	117	4	80	355	1	273	2.33e-93	283
seq19	Q19KA1.1	70.112	358	106	1	1	358	1	357	0.0	540
seq19	P35575.2	70.112	358	106	1	1	358	1	357	0.0	536
seq19	O19133.1	69.274	358	109	1	1	358	1	357	0.0	536
seq19	Q29RU6.1	70.670	358	104	1	1	358	1	357	0.0	534
seq19	P35576.2	68.156	358	113	1	1	358	1	357	0.0	508
seq19	P43428.1	68.156	358	113	1	1	358	1	357	1.72e-171	484
seq19	Q9Z186.1	53.672	354	163	1	5	357	1	354	1.26e-141	408
seq19	Q9NQR9.1	55.085	354	158	1	5	357	1	354	1.25e-140	405
seq19	O42153.1	54.958	353	152	4	5	355	1	348	1.60e-122	359
seq19	O42154.1	55.755	278	116	4	80	355	1	273	3.49e-93	282
seq20	Q19KA1.1	68.994	358	110	1	1	358	1	357	0.0	534
seq20	P35575.2	69.274	358	109	1	1	358	1	357	0.0	532
seq20	O19133.1	68.156	358	113	1	1	358	1	357	0.0	529
seq20	Q29RU6.1	69.553	358	108	1	1	358	1	357	0.0	527
seq20	P35576.2	66.760	358	118	1	1	358	1	357	1.33e-177	499
seq20	P43428.1	67.318	358	116	1	1	358	1	357	2.26e-169	479
seq20	Q9Z186.1	53.955	354	162	1	5	357	1	354	2.24e-142	410
seq20	Q9NQR9.1	55.085	354	158	1	5	357	1	354	3.60e-140	404
seq20	O42153.1	54.391	353	154	4	5	355	1	348	3.27e-121	356
seq20	O42154.1	55.036	278	118	4	80	355	1	273	5.17e-92	279
seq21	Q19KA1.1	69.274	358	109	1	1	358	1	357	0.0	536
seq21	P35575.2	69.553	358	108	1	1	358	1	357	0.0	535
seq21	O19133.1	68.436	358	112	1	1	358	1	357	0.0	532
seq21	Q29RU6.1	69.832	358	107	1	1	358	1	357	0.0	530
seq21	P35576.2	67.039	358	117	1	1	358	1	357	1.68e-178	502
seq21	P43428.1	67.318	358	116	1	1	358	1	357	4.00e-169	478
seq21	Q9Z186.1	53.955	354	162	1	5	357	1	354	2.22e-142	410
seq21	Q9NQR9.1	55.085	354	158	1	5	357	1	354	3.56e-140	404
seq21	O42153.1	54.391	353	154	4	5	355	1	348	3.45e-121	356
seq21	O42154.1	55.036	278	118	4	80	355	1	273	6.09e-92	279
seq22	Q19KA1.1	69.553	358	108	1	1	358	1	357	0.0	537
seq22	P35575.2	69.832	358	107	1	1	358	1	357	0.0	535
seq22	O19133.1	68.715	358	111	1	1	358	1	357	0.0	532
seq22	Q29RU6.1	70.112	358	106	1	1	358	1	357	0.0	530
seq22	P35576.2	67.318	358	116	1	1	358	1	357	1.13e-178	502
seq22	P43428.1	67.598	358	115	1	1	358	1	357	2.44e-169	478
seq22	Q9Z186.1	53.955	354	162	1	5	357	1	354	2.94e-142	410
seq22	Q9NQR9.1	55.085	354	158	1	5	357	1	354	4.28e-140	404
seq22	O42153.1	54.674	353	153	4	5	355	1	348	2.11e-121	357
seq22	O42154.1	55.396	278	117	4	80	355	1	273	3.28e-92	280
seq23	Q19KA1.1	69.553	358	108	1	1	358	1	357	0.0	537
seq23	P35575.2	69.832	358	107	1	1	358	1	357	0.0	535
seq23	O19133.1	68.715	358	111	1	1	358	1	357	0.0	532
seq23	Q29RU6.1	70.112	358	106	1	1	358	1	357	0.0	530
seq23	P35576.2	67.318	358	116	1	1	358	1	357	1.13e-178	502
seq23	P43428.1	67.598	358	115	1	1	358	1	357	2.44e-169	478
seq23	Q9Z186.1	53.955	354	162	1	5	357	1	354	2.94e-142	410
seq23	Q9NQR9.1	55.085	354	158	1	5	357	1	354	4.28e-140	404
seq23	O42153.1	54.391	353	154	4	5	355	1	348	4.63e-121	356
seq23	O42154.1	55.036	278	118	4	80	355	1	273	7.33e-92	279
seq24	Q19KA1.1	69.274	358	109	1	1	358	1	357	0.0	536
seq24	P35575.2	69.553	358	108	1	1	358	1	357	0.0	535
seq24	O19133.1	68.436	358	112	1	1	358	1	357	0.0	532
seq24	Q29RU6.1	69.832	358	107	1	1	358	1	357	0.0	530
seq24	P35576.2	67.039	358	117	1	1	358	1	357	1.68e-178	502
seq24	P43428.1	67.318	358	116	1	1	358	1	357	4.00e-169	478
seq24	Q9Z186.1	53.955	354	162	1	5	357	1	354	2.22e-142	410
seq24	Q9NQR9.1	55.085	354	158	1	5	357	1	354	3.56e-140	404
seq24	O42153.1	54.391	353	154	4	5	355	1	348	3.45e-121	356
seq24	O42154.1	55.036	278	118	4	80	355	1	273	6.09e-92	279
seq25	Q19KA1.1	68.994	358	110	1	1	358	1	357	0.0	534
seq25	P35575.2	69.274	358	109	1	1	358	1	357	0.0	532
seq25	O19133.1	68.156	358	113	1	1	358	1	357	0.0	529
seq25	Q29RU6.1	69.553	358	108	1	1	358	1	357	0.0	527
seq25	P35576.2	66.760	358	118	1	1	358	1	357	1.33e-177	499
seq25	P43428.1	67.318	358	116	1	1	358	1	357	2.26e-169	479
seq25	Q9Z186.1	53.955	354	162	1	5	357	1	354	2.24e-142	410
seq25	Q9NQR9.1	55.085	354	158	1	5	357	1	354	3.60e-140	404
seq25	O42153.1	54.391	353	154	4	5	355	1	348	3.27e-121	356
seq25	O42154.1	55.036	278	118	4	80	355	1	273	5.17e-92	279
seq26	Q19KA1.1	69.553	358	108	1	1	358	1	357	0.0	538
seq26	P35575.2	69.553	358	108	1	1	358	1	357	0.0	535
seq26	O19133.1	68.715	358	111	1	1	358	1	357	0.0	534
seq26	Q29RU6.1	69.832	358	107	1	1	358	1	357	0.0	530
seq26	P35576.2	67.039	358	117	1	1	358	1	357	7.80e-179	503
seq26	P43428.1	67.318	358	116	1	1	358	1	357	1.78e-169	479
seq26	Q9Z186.1	54.237	354	161	1	5	357	1	354	4.30e-143	412
seq26	Q9NQR9.1	55.367	354	157	1	5	357	1	354	3.36e-141	407
seq26	O42153.1	54.391	353	154	4	5	355	1	348	5.29e-122	358
seq26	O42154.1	55.036	278	118	4	80	355	1	273	1.25e-92	281
seq27	Q19KA1.1	69.553	358	108	1	1	358	1	357	0.0	538
seq27	P35575.2	69.553	358	108	1	1	358	1	357	0.0	535
seq27	O19133.1	68.715	358	111	1	1	358	1	357	0.0	534
seq27	Q29RU6.1	69.832	358	107	1	1	358	1	357	0.0	530
seq27	P35576.2	67.039	358	117	1	1	358	1	357	7.80e-179	503
seq27	P43428.1	67.318	358	116	1	1	358	1	357	1.78e-169	479
seq27	Q9Z186.1	54.237	354	161	1	5	357	1	354	4.30e-143	412
seq27	Q9NQR9.1	55.367	354	157	1	5	357	1	354	3.36e-141	407
seq27	O42153.1	54.391	353	154	4	5	355	1	348	5.29e-122	358
seq27	O42154.1	55.036	278	118	4	80	355	1	273	1.25e-92	281
seq28	Q19KA1.1	69.274	358	109	1	1	358	1	357	0.0	535
seq28	P35575.2	69.553	358	108	1	1	358	1	357	0.0	533
seq28	O19133.1	68.436	358	112	1	1	358	1	357	0.0	530
seq28	Q29RU6.1	69.832	358	107	1	1	358	1	357	0.0	528
seq28	P35576.2	67.039	358	117	1	1	358	1	357	5.78e-178	500
seq28	P43428.1	67.598	358	115	1	1	358	1	357	8.55e-170	479
seq28	Q9Z186.1	53.955	354	162	1	5	357	1	354	1.94e-142	410
seq28	Q9NQR9.1	55.085	354	158	1	5	357	1	354	3.44e-140	404
seq28	O42153.1	54.674	353	153	4	5	355	1	348	1.46e-121	357
seq28	O42154.1	55.396	278	117	4	80	355	1	273	2.42e-92	280
seq29	Q19KA1.1	69.832	358	107	1	1	358	1	357	0.0	538
seq29	P35575.2	69.832	358	107	1	1	358	1	357	0.0	535
seq29	O19133.1	68.994	358	110	1	1	358	1	357	0.0	535
seq29	Q29RU6.1	70.112	358	106	1	1	358	1	357	0.0	531
seq29	P35576.2	67.318	358	116	1	1	358	1	357	5.74e-179	503
seq29	P43428.1	67.598	358	115	1	1	358	1	357	8.27e-170	479
seq29	Q9Z186.1	54.237	354	161	1	5	357	1	354	1.21e-143	413
seq29	Q9NQR9.1	55.650	354	156	1	5	357	1	354	6.46e-142	409
seq29	O42153.1	54.108	353	155	4	5	355	1	348	1.41e-121	357
seq29	O42154.1	54.676	278	119	4	80	355	1	273	2.42e-92	280
seq30	Q19KA1.1	69.832	358	107	1	1	358	1	357	0.0	540
seq30	O19133.1	68.994	358	110	1	1	358	1	357	0.0	535
seq30	P35575.2	69.553	358	108	1	1	358	1	357	0.0	533
seq30	Q29RU6.1	70.112	358	106	1	1	358	1	357	0.0	532
seq30	P35576.2	67.598	358	115	1	1	358	1	357	4.68e-180	506
seq30	P43428.1	67.877	358	114	1	1	358	1	357	1.18e-170	482
seq30	Q9Z186.1	54.237	354	161	1	5	357	1	354	5.47e-143	412
seq30	Q9NQR9.1	55.367	354	157	1	5	357	1	354	7.14e-141	406
seq30	O42153.1	54.674	353	153	4	5	355	1	348	1.37e-122	360
seq30	O42154.1	55.396	278	117	4	80	355	1	273	2.33e-93	283
seq31	Q19KA1.1	69.274	358	109	1	1	358	1	357	0.0	536
seq31	P35575.2	69.553	358	108	1	1	358	1	357	0.0	535
seq31	O19133.1	68.436	358	112	1	1	358	1	357	0.0	532
seq31	Q29RU6.1	69.832	358	107	1	1	358	1	357	0.0	530
seq31	P35576.2	67.039	358	117	1	1	358	1	357	1.08e-178	502
seq31	P43428.1	67.318	358	116	1	1	358	1	357	2.39e-169	478
seq31	Q9Z186.1	53.955	354	162	1	5	357	1	354	1.61e-142	410
seq31	Q9NQR9.1	55.085	354	158	1	5	357	1	354	2.22e-140	405
seq31	O42153.1	54.391	353	154	4	5	355	1	348	2.93e-121	356
seq31	O42154.1	55.036	278	118	4	80	355	1	273	4.54e-92	279
seq32	Q19KA1.1	69.274	358	109	1	1	358	1	357	0.0	536
seq32	P35575.2	69.553	358	108	1	1	358	1	357	0.0	535
seq32	O19133.1	68.436	358	112	1	1	358	1	357	0.0	532
seq32	Q29RU6.1	69.832	358	107	1	1	358	1	357	0.0	530
seq32	P35576.2	67.039	358	117	1	1	358	1	357	1.08e-178	502
seq32	P43428.1	67.318	358	116	1	1	358	1	357	2.39e-169	478
seq32	Q9Z186.1	53.955	354	162	1	5	357	1	354	1.61e-142	410
seq32	Q9NQR9.1	55.085	354	158	1	5	357	1	354	2.22e-140	405
seq32	O42153.1	54.391	353	154	4	5	355	1	348	2.93e-121	356
seq32	O42154.1	55.036	278	118	4	80	355	1	273	4.54e-92	279
seq33	Q19KA1.1	69.274	358	109	1	1	358	1	357	0.0	536
seq33	P35575.2	69.553	358	108	1	1	358	1	357	0.0	535
seq33	O19133.1	68.436	358	112	1	1	358	1	357	0.0	532
seq33	Q29RU6.1	69.832	358	107	1	1	358	1	357	0.0	530
seq33	P35576.2	67.039	358	117	1	1	358	1	357	1.08e-178	502
seq33	P43428.1	67.318	358	116	1	1	358	1	357	2.39e-169	478
seq33	Q9Z186.1	53.955	354	162	1	5	357	1	354	1.61e-142	410
seq33	Q9NQR9.1	55.085	354	158	1	5	357	1	354	2.22e-140	405
seq33	O42153.1	54.391	353	154	4	5	355	1	348	2.93e-121	356
seq33	O42154.1	55.036	278	118	4	80	355	1	273	4.54e-92	279
seq34	Q19KA1.1	69.274	358	109	1	1	358	1	357	0.0	536
seq34	P35575.2	69.553	358	108	1	1	358	1	357	0.0	535
seq34	O19133.1	68.436	358	112	1	1	358	1	357	0.0	532
seq34	Q29RU6.1	69.832	358	107	1	1	358	1	357	0.0	530
seq34	P35576.2	67.039	358	117	1	1	358	1	357	1.08e-178	502
seq34	P43428.1	67.318	358	116	1	1	358	1	357	2.39e-169	478
seq34	Q9Z186.1	53.955	354	162	1	5	357	1	354	1.61e-142	410
seq34	Q9NQR9.1	55.085	354	158	1	5	357	1	354	2.22e-140	405
seq34	O42153.1	54.391	353	154	4	5	355	1	348	2.93e-121	356
seq34	O42154.1	55.036	278	118	4	80	355	1	273	4.54e-92	279
seq35	Q19KA1.1	69.553	358	108	1	1	358	1	357	0.0	538
seq35	P35575.2	69.832	358	107	1	1	358	1	357	0.0	537
seq35	O19133.1	68.715	358	111	1	1	358	1	357	0.0	534
seq35	Q29RU6.1	70.112	358	106	1	1	358	1	357	0.0	532
seq35	P35576.2	67.318	358	116	1	1	358	1	357	1.96e-179	504
seq35	P43428.1	67.598	358	115	1	1	358	1	357	5.11e-170	480
seq35	Q9Z186.1	53.955	354	162	1	5	357	1	354	1.14e-142	411
seq35	Q9NQR9.1	55.085	354	158	1	5	357	1	354	1.73e-140	405
seq35	O42153.1	54.391	353	154	4	5	355	1	348	1.81e-121	357
seq35	O42154.1	55.036	278	118	4	80	355	1	273	2.85e-92	280
seq36	Q19KA1.1	69.553	358	108	1	1	358	1	357	0.0	538
seq36	P35575.2	69.832	358	107	1	1	358	1	357	0.0	537
seq36	O19133.1	68.715	358	111	1	1	358	1	357	0.0	534
seq36	Q29RU6.1	70.112	358	106	1	1	358	1	357	0.0	532
seq36	P35576.2	67.318	358	116	1	1	358	1	357	1.96e-179	504
seq36	P43428.1	67.598	358	115	1	1	358	1	357	5.11e-170	480
seq36	Q9Z186.1	53.955	354	162	1	5	357	1	354	1.14e-142	411
seq36	Q9NQR9.1	55.085	354	158	1	5	357	1	354	1.73e-140	405
seq36	O42153.1	54.391	353	154	4	5	355	1	348	1.81e-121	357
seq36	O42154.1	55.036	278	118	4	80	355	1	273	2.85e-92	280
seq37	Q19KA1.1	69.553	358	108	1	1	358	1	357	0.0	538
seq37	P35575.2	69.832	358	107	1	1	358	1	357	0.0	537
seq37	O19133.1	68.715	358	111	1	1	358	1	357	0.0	534
seq37	Q29RU6.1	70.112	358	106	1	1	358	1	357	0.0	532
seq37	P35576.2	67.318	358	116	1	1	358	1	357	1.96e-179	504
seq37	P43428.1	67.598	358	115	1	1	358	1	357	5.11e-170	480
seq37	Q9Z186.1	53.955	354	162	1	5	357	1	354	1.14e-142	411
seq37	Q9NQR9.1	55.085	354	158	1	5	357	1	354	1.73e-140	405
seq37	O42153.1	54.391	353	154	4	5	355	1	348	1.81e-121	357
seq37	O42154.1	55.036	278	118	4	80	355	1	273	2.85e-92	280
seq38	Q19KA1.1	69.553	358	108	1	1	358	1	357	0.0	538
seq38	P35575.2	69.832	358	107	1	1	358	1	357	0.0	537
seq38	O19133.1	68.715	358	111	1	1	358	1	357	0.0	534
seq38	Q29RU6.1	70.112	358	106	1	1	358	1	357	0.0	532
seq38	P35576.2	67.318	358	116	1	1	358	1	357	1.96e-179	504
seq38	P43428.1	67.598	358	115	1	1	358	1	357	5.11e-170	480
seq38	Q9Z186.1	53.955	354	162	1	5	357	1	354	1.14e-142	411
